stkcd_01,year,coname_cn_01,prvn_01,pftn_01,indusb_01,indcodeb_01,isam,pannrsm,repat,relation,trasub,direction,coname_cn_02,prvn_02,pftn_02,corebs,period
603813,2023,广东原尚物流股份有限公司,广东省,广州市,道路运输业,G54,65029.38,0.029501687,3,12,1,2,广东恒晨物流有限公司,广东省,,,Post-COVID
603813,2023,广东原尚物流股份有限公司,广东省,广州市,道路运输业,G54,66696.2,0.030257868,3,3,1,2,广州荟尚餐饮管理有限公司,广东省,广州市,,Post-COVID
603813,2023,广东原尚物流股份有限公司,广东省,广州市,道路运输业,G54,412156.79,0.186981953,3,3,1,2,广州荟宁餐饮管理有限公司,广东省,广州市,,Post-COVID
603813,2023,广东原尚物流股份有限公司,广东省,广州市,道路运输业,G54,99949.45,0.883947843,2,3,1,1,福建荟仓行投资开发有限公司,福建省,,,Post-COVID
603813,2023,广东原尚物流股份有限公司,广东省,广州市,道路运输业,G54,13122.21,0.116052157,2,3,1,1,广州荟尚餐饮管理有限公司,广东省,广州市,,Post-COVID
603813,2024,广东原尚物流股份有限公司,广东省,广州市,道路运输业,G54,978530,1,3,3,1,2,广州荟宁餐饮管理有限公司,广东省,广州市,,Post-COVID
603813,2024,广东原尚物流股份有限公司,广东省,广州市,道路运输业,G54,679231.13,0.997305885,7,3,1,1,广州荟尚餐饮管理有限公司,广东省,广州市,,Post-COVID
603813,2024,广东原尚物流股份有限公司,广东省,广州市,道路运输业,G54,1834.87,0.002694115,7,7,1,1,广东原锋新能源科技有限公司,广东省,,,Post-COVID
603813,2024,广东原尚物流股份有限公司,广东省,广州市,道路运输业,G54,30000,1,9,10,1,1,广州市福建龙岩商会,广东省,广州市,,Post-COVID
603813,2024,广东原尚物流股份有限公司,广东省,广州市,道路运输业,G54,50000,1,21,10,1,2,广州市福建龙岩商会,广东省,广州市,,Post-COVID
603833,2018,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,22080781.35,1,1,2,1,2,广州欧派商用厨房设备有限公司,广东省,广州市,,Pre-COVID
603833,2018,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,2208425.25,1,1,2,1,1,广州欧派商用厨房设备有限公司,广东省,广州市,,Pre-COVID
603833,2019,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,80000,1,7,10,1,1,梅州远岭投资实业有限公司,广东省,梅州市,,Pre-COVID
603833,2020,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,12612945.07,0.994939617,3,7,1,2,北京嘉居科技有限责任公司,北京市,,,During-COVID
603833,2020,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,64150.96,0.005060383,3,10,1,2,万得信息技术股份有限公司,上海市,,,During-COVID
603833,2020,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,73097.37,1,7,10,1,1,梅州远岭投资实业有限公司,广东省,梅州市,,During-COVID
603833,2021,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,49646.02,1,7,10,1,1,梅州远岭投资实业有限公司,广东省,梅州市,,During-COVID
603833,2021,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,24801432.52,0.99742009,3,7,1,2,北京嘉居科技有限责任公司,北京市,,,During-COVID
603833,2021,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,64150.96,0.00257991,3,10,1,2,万得信息技术股份有限公司,上海市,,,During-COVID
603833,2021,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,60534.6,1,3,6,1,1,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,During-COVID
603833,2022,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,50343882.61,1,3,7,1,2,北京嘉居科技有限责任公司,北京市,,,During-COVID
603833,2022,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,1856783.7,1,8,7,1,2,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,During-COVID
603833,2022,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,10108204.09,1,8,7,1,1,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,During-COVID
603833,2022,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,2083605.89,1,7,7,1,2,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,During-COVID
603833,2022,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,49646.05,0.005005647,7,10,1,1,梅州远岭投资实业有限公司,广东省,梅州市,,During-COVID
603833,2022,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,9868363.3,0.994994353,7,7,1,1,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,During-COVID
603833,2023,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,22229035.05,1,7,6,1,1,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,Post-COVID
603833,2023,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,3338080.85,1,7,6,1,2,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,Post-COVID
603833,2023,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,4812098.23,1,8,6,1,2,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,Post-COVID
603833,2023,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,17461066.21,1,8,6,1,1,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,Post-COVID
603833,2023,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,52152524.34,1,3,7,1,2,北京嘉居科技有限责任公司,北京市,,,Post-COVID
603833,2023,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,7126116.5,1,3,7,1,1,北京嘉居科技有限责任公司,北京市,,,Post-COVID
603833,2024,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,12672584.4,1,3,12,1,2,北京嘉居科技有限责任公司,北京市,,,Post-COVID
603833,2024,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,10013641.18,1,8,7,1,2,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,Post-COVID
603833,2024,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,40488016.22,1,8,7,1,1,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,Post-COVID
603833,2024,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,283018.88,1,1,12,1,1,北京嘉居科技有限责任公司,北京市,,,Post-COVID
603833,2024,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,21864393.83,1,7,7,1,1,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,Post-COVID
603833,2024,欧派家居集团股份有限公司,广东省,广州市,家具制造业,C21,5125381.05,1,7,7,1,2,广州红星美凯龙世博家居广场有限公司,广东省,广州市,,Post-COVID
603838,2017,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,881332.93,1,4,7,1,1,潮州市广展通瓷业有限公司,广东省,潮州市,,Pre-COVID
603838,2018,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,1175110.57,1,4,7,1,1,潮州市广展通瓷业有限公司,广东省,潮州市,,Pre-COVID
603838,2019,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,1175110.57,1,4,7,1,1,潮州市广展通瓷业有限公司,广东省,潮州市,,Pre-COVID
603838,2020,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,14663982.03,1,1,12,1,2,江西唯美陶瓷有限公司,江西省,,,During-COVID
603838,2020,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,101592.93,1,1,12,1,1,江西唯美陶瓷有限公司,江西省,,,During-COVID
603838,2020,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,100000000,0.4,6,2,1,1,广东东唯新材料有限公司,广东省,东莞市,砖瓦、石材等建筑材料制造,During-COVID
603838,2020,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,150000000,0.6,6,2,1,1,广东东唯新材料有限公司,广东省,东莞市,砖瓦、石材等建筑材料制造,During-COVID
603838,2020,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,1175110.57,1,4,7,1,1,潮州市广展通瓷业有限公司,广东省,潮州市,,During-COVID
603838,2021,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,31540555.34,1,1,3,1,2,江西唯美陶瓷有限公司,江西省,,,During-COVID
603838,2021,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,894943.37,0.182830178,1,3,1,1,江西唯美陶瓷有限公司,江西省,,,During-COVID
603838,2021,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,4000000,0.817169822,1,3,1,1,江西唯美陶瓷有限公司,江西省,,,During-COVID
603838,2021,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,50000000,1,1,11,2,3,江西唯美陶瓷有限公司,江西省,,,During-COVID
603838,2021,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,10000,0.4,6,2,1,1,广东东唯新材料有限公司,广东省,,,During-COVID
603838,2021,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,15000,0.6,6,2,1,1,广东东唯新材料有限公司,广东省,,,During-COVID
603838,2021,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,380000000,1,13,12,1,1,广东马可波罗陶瓷有限公司,广东省,,,During-COVID
603838,2021,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,979258.87,1,4,7,1,1,潮州市广展通瓷业有限公司,广东省,潮州市,,During-COVID
603838,2022,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,48141.6,0.062288966,1,3,1,1,江西唯美陶瓷有限公司,江西省,,,During-COVID
603838,2022,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,724733.65,0.937711034,1,3,1,1,广东家唯贸易有限公司,广东省,,,During-COVID
603838,2023,广东四通集团股份有限公司,广东省,潮州市,非金属矿物制品业,C30,1045803.57,1,1,3,1,1,广东家唯贸易有限公司,广东省,,,Post-COVID
603848,2017,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,3019829.1,0.136882291,1,7,1,2,广东柯洛斯智能科技有限公司,广东省,,,Pre-COVID
603848,2017,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,19041674.06,0.863117709,1,7,1,2,广东柯洛斯智能科技有限公司,广东省,,,Pre-COVID
603848,2018,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,1825459.08,1,1,3,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,Pre-COVID
603848,2018,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,1587295.05,1,7,3,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,Pre-COVID
603848,2019,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,675110.55,0.503682145,1,3,1,2,广州好莱客创意家居股份有限公司,广东省,广州市,,Pre-COVID
603848,2019,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,665239.82,0.496317855,1,3,1,2,广州好莱客创意家居股份有限公司,广东省,广州市,,Pre-COVID
603848,2019,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,1609948.48,1,7,3,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,Pre-COVID
603848,2020,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,28301.9,1,21,3,1,2,广州好莱客创意家居股份有限公司,广东省,广州市,,During-COVID
603848,2020,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,319209.72,1,1,3,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,During-COVID
603848,2020,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,1534211.94,1,7,3,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,During-COVID
603848,2021,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,692693.81,1,1,10,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,During-COVID
603848,2021,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,1596979.59,1,7,10,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,During-COVID
603848,2022,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,2423846.28,1,1,10,1,2,广州好莱客创意家居股份有限公司,广东省,广州市,,During-COVID
603848,2022,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,610404.51,1,3,12,1,2,广州好莱客家居安装服务有限公司,广东省,广州市,,During-COVID
603848,2022,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,720784.12,1,1,10,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,During-COVID
603848,2022,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,1676829.12,1,7,10,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,During-COVID
603848,2023,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,2339983.73,1,1,11,1,2,"广州好莱客创意家居股份有限公司,广州好莱客集成家居有限公司",广东省,广州市,,Post-COVID
603848,2023,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,198842.83,1,3,12,1,2,广州好莱客家居安装服务有限公司,广东省,广州市,,Post-COVID
603848,2023,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,851240.79,1,1,3,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,Post-COVID
603848,2023,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,1683509.77,1,7,3,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,Post-COVID
603848,2024,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,164039.84,1,1,11,1,2,"广州好莱客创意家居股份有限公司,广州好莱客集成家居有限公司",广东省,广州市,,Post-COVID
603848,2024,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,77129.14,1,3,12,1,2,广州好莱客家居安装服务有限公司,广东省,广州市,,Post-COVID
603848,2024,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,1682715.05,1,1,3,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,Post-COVID
603848,2024,广东好太太科技集团股份有限公司,广东省,广州市,金属制品业,C33,1374866.28,1,7,3,1,1,广州好莱客创意家居股份有限公司,广东省,广州市,,Post-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,97364006.13,0.976666581,1,6,1,2,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,2298760.89,0.023059065,1,6,1,2,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,27350.43,0.000274354,1,10,1,2,广州市扬新技术研究有限责任公司,广东省,广州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,674970.68,0.073582009,1,6,1,1,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,6878117.38,0.749818782,1,6,1,1,广州东芝白云自动化系统有限公司,广东省,广州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,577807.48,0.062989751,1,6,1,1,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,566037.75,1,3,7,1,1,东芝白云真空开关管(锦州)有限公司,辽宁省,锦州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,639840,0.132671615,7,6,1,1,广州东芝白云自动化系统有限公司,广东省,广州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,2033794.29,0.421709759,7,6,1,1,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,2149100.41,0.445618626,7,6,1,1,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,77187.99,0.008414658,1,6,1,1,广州东芝白云自动化系统有限公司,广东省,广州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,835546.09,0.091087156,1,6,1,1,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2017,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,129409.98,0.014107644,1,6,1,1,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,85563226.82,0.82345257,1,6,1,2,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,1155010.75,0.011115716,1,7,1,2,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,4484000.1,0.043153602,1,6,1,2,广州东芝白云自动化系统有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,11013649.09,0.105994339,1,12,1,2,广州市扬新技术研究有限责任公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,1692012.65,0.016283773,1,12,1,2,南京电气高压套管有限公司,江苏省,南京市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,14837842.03,0.381734559,1,6,1,1,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,649774.15,0.016716801,1,6,1,1,广州东芝白云自动化系统有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,22286879.47,0.573376646,1,7,1,1,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,566037.75,1,3,7,1,1,东芝白云真空开关管(锦州)有限公司,辽宁省,锦州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,40101.3,0.00103169,1,12,1,1,广州市扬新技术研究有限责任公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,639840,0.127993396,7,6,1,1,广州东芝白云自动化系统有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,2190395.93,0.438166124,7,7,1,1,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,2168772,0.43384048,7,6,1,1,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,74354.83,0.001912934,1,6,1,1,广州东芝白云自动化系统有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,857215.52,0.022053664,1,7,1,1,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,123360.45,0.003173706,1,6,1,1,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,617305909,1,13,2,1,2,桂林电力电容器有限责任公司,广西省,桂林市,电气机械和器材制造业,Pre-COVID
603861,2018,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,3483591.49,1,13,2,1,1,浙江桂容谐平科技有限责任公司,浙江省,,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,123796825.6,0.833501827,1,6,1,2,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,37477.59,0.00025233,1,7,1,2,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,372521.31,0.002508119,1,6,1,2,广州东芝白云自动化系统有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,16356102.97,0.110122708,1,10,1,2,广州市扬新技术研究有限责任公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,945941.47,0.006368854,1,10,1,2,南京电气高压套管有限公司,江苏省,南京市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,3462931.05,0.023315294,1,10,1,2,南京白云瑞来科技有限公司,江苏省,南京市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,10235125.54,1,3,10,1,2,广州市白云机电设备安装工程有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,3554359.82,0.023930867,1,10,1,2,浙江桂容谐平科技有限责任公司,浙江省,,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,52944622.1,0.49493349,1,6,1,1,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,10140352.57,0.094793388,1,6,1,1,广州东芝白云自动化系统有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,36362307.95,0.339919774,1,7,1,1,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,566037.75,0.522590631,3,7,1,1,东芝白云真空开关管(锦州)有限公司,辽宁省,锦州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,88490.44,0.000827221,1,10,1,1,广州市扬新技术研究有限责任公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,1569366.68,0.014670652,1,10,1,1,广州市白云机电设备安装工程有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,517100.21,0.477409369,3,10,1,1,广州市世科高新技术有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,207964.61,0.001944081,1,10,1,1,南京电气高压套管有限公司,江苏省,南京市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,1491702,0.013944632,1,10,1,1,浙江桂容谐平科技有限责任公司,浙江省,,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,3007090.89,0.028110692,1,10,1,1,荣信汇科电气技术有限责任公司,辽宁省,鞍山市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,4848.68,4.53E-05,1,10,1,1,白云电气集团有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,639840,0.107818872,7,6,1,1,广州东芝白云自动化系统有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,3125785.09,0.526723278,7,7,1,1,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,2168772,0.36545785,7,6,1,1,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,47654.52,0.000445481,1,6,1,1,广州东芝白云自动化系统有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,1002919.54,0.009375428,1,7,1,1,广州东芝白云菱机电力电子有限公司,广东省,广州市,,Pre-COVID
603861,2019,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,105885.75,0.000989834,1,6,1,1,广州东芝白云电器设备有限公司,广东省,广州市,,Pre-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,109061382.2,0.594197848,1,6,1,2,广州东芝白云电器设备有限公司,广东省,广州市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,111504.43,0.000607508,1,7,1,2,广州东芝白云菱机电力电子有限公司,广东省,广州市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,164553.09,0.000896533,1,6,1,2,广州东芝白云自动化系统有限公司,广东省,广州市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,35928281.81,0.195747636,1,10,1,2,广州市扬新技术研究有限责任公司,广东省,广州市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,14475212.4,0.07886513,1,12,1,2,南京电气高压套管有限公司,江苏省,南京市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,2642136.62,1,3,2,1,2,广州市白云机电设备安装工程有限公司,广东省,广州市,建筑安装业,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,1607704.43,0.008759237,1,12,1,2,浙江桂容谐平科技有限责任公司,浙江省,,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,1845132.75,0.010052815,1,5,1,2,白云电气集团有限公司,广东省,广州市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,1724175.82,0.009393807,1,7,1,2,东芝白云真空开关管(锦州)有限公司,辽宁省,锦州市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,45008.2,0.000245218,1,12,1,2,广州干线新通科技有限公司,广东省,广州市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,116194.7,0.000633062,1,12,1,2,南京电气(集团)有限责任公司,江苏省,南京市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,16548.68,9.02E-05,1,12,1,2,南京电气绝缘子有限公司,江苏省,南京市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,2705068.15,0.014737991,1,12,1,2,广州致新电力科技有限公司,广东省,广州市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,15739193.85,0.085751665,1,12,1,2,广州市明兴电缆有限公司,广东省,广州市,,During-COVID
603861,2020,广州白云电器设备股份有限公司,广东省,广州市,电气机械和器材制造业,C38,566037.75,0.991427439,3,7,1,1,东芝白云真空开关管(锦州)有限公司,辽宁省,锦州市,,During-COVID
